SongNumber,SongID,AlbumID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,Energy,KeySignature,KeySignatureConfidence,SongHotttnesss,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
2784,b'SOGCVPM12A6D4F7A84',27044,,b'',,b'J. Peter Robinson',0.0,161.59302,0.0,0,0.381,nan,159.973,4,0.459,b'Jake',2006
2785,b'SOTGMEB12A8C13B4CC',214393,33.74907,b'SANTA ANA California',-117.87394,b'Belphegor',0.0,178.15465,0.0,2,0.015,0.5786581877569713,120.026,3,0.23,b'The Sukkubus Lustrate',2008
2786,b'SOMHVED12CF5F87D8E',283197,,b'The Bronx New York',,b'Jennifer Lopez',0.0,246.20363,0.0,2,0.542,nan,99.831,4,0.884,b"Ain't It Funny",2001
2787,b'SOYXBFQ12A6D4F8F63',38375,,b'',,b'Kim English',0.0,198.73914,0.0,7,0.015,nan,125.008,4,1.0,b'Love That Jazz (Basements Boys Album Vers)',0
2788,b'SOOJMEN12AB017B79F',659978,51.59109,b'Muswell Hill London England',-0.14858,b'Ray Davies',0.0,222.79791,0.0,4,0.773,0.4541929882180224,106.895,4,0.63,b'See My Friends',0
2789,b'SOGXSOW12A8C13BE05',164795,39.95227,b'Philadelphia PA',-75.16237,b'Outerspace',0.0,242.78159,0.0,7,0.296,0.40148671142756037,96.716,4,1.0,b'Fire and Ice',2004
2790,b'SOMAHZI12A58A7F904',74751,,b'',,b'Michael Card',0.0,234.78812,0.0,2,0.05,0.4454545254934259,99.644,4,0.942,b'Scandalon',1985
2791,b'SOOEEYT12A5891DC08',88201,37.77916,b'California - SF',-122.42005,b'Tunsi',0.0,71.31383,0.0,0,0.0,nan,86.064,4,0.846,b'Outro',0
2792,b'SOBRSXK12A8C135932',283778,47.61002,b'Bellevue Washington USA',-122.18755,b'Carl Davis',0.0,129.59302,0.0,4,0.457,nan,56.083,1,0.0,b'Resolutions from The Long Day Closes',0
2793,b'SOFVMAW12AB017D330',439771,,b'',,b'Sizzla',0.0,168.56771,0.0,1,0.0,0.338886720010706,189.263,4,0.338,b'Care',2006
2794,b'SOVQKHW12AB01804CD',440044,,b'',,b'Francis Lai',0.0,243.43465,0.0,7,0.499,nan,97.849,3,0.815,b'13 jours en France',1996
2795,b'SOGWSIE12AB018A5CA',590999,,b'',,b'20/20',0.0,206.81098,0.0,6,0.514,0.0,134.173,4,0.0,b'So Many Reasons',0
2796,b'SOMQMEJ12AB018690C',575866,41.26069,b'Omaha NE',-95.93995,b'Roger Williams',0.0,177.24036,0.0,9,0.431,nan,110.232,3,1.0,b'Around The World',0
2797,b'SORRNXT12A6D4F7451',19905,-13.442,b'BA',-41.9952,b'Death From Above 1979',0.0,344.842,0.0,11,0.569,0.4541929882180224,91.879,4,1.0,b'Romantic Rights (Jesper Dahlback Remix)',2004
2798,b'SOCDLVW12AB018371F',557347,35.91463,b'Chapel Hill NC',-79.05661,b'Loudon Wainwright III',0.0,152.13669,0.0,0,0.669,0.387026531891994,151.294,1,0.743,b'Rowena',2009
2799,b'SOGOGLP12AC960A177',602029,33.45081,b'Indianola MS',-90.645,b'Willie Clayton',0.0,249.23383,0.0,1,0.394,0.28120976448894247,90.963,4,0.99,b'Scandalous (Soul and R&B)',0
2800,b'SODRHUY12A6D4F79D6',80230,34.05349,b'LOS ANGELES CALIFORNIA',-118.24532,b'Kevin Max',0.0,113.00526,0.0,8,0.347,nan,114.209,3,1.0,b'I Saw Three Ships',0
2801,b'SOEYCQK12AB018A271',721652,37.77916,b'San Francisco CA',-122.42005,b'Protein',0.0,214.09914,0.0,2,0.614,0.0,126.011,4,1.0,b'Karottensaft',0
2802,b'SOCEOAD12A5891FA33',27428,37.77916,b'San Francisco CA',-122.42005,b'Miguel Migs',0.0,284.60363,0.0,11,0.252,0.5654510121736983,104.988,4,0.664,b'The One',2002
2803,b'SOVVYPN12A8C1435D7',475877,,b'',,b'Schizoid',0.0,260.23138,0.0,1,0.164,nan,96.366,3,1.0,b'Ruby Marlowe',0
2804,b'SONPSZT12AC3DF9942',603826,,b'',,b'Tin Hat Trio',0.0,276.58404,0.0,5,0.747,0.5445758685023321,91.681,3,0.828,b'Willow Weep For Me (With Willie Nelson)',2002
2805,b'SOZFFKS12A8C13886B',257240,,b'Chuckatuck VA',,b'Charlie Byrd',0.0,471.43138,0.0,11,0.468,0.0,82.039,1,0.206,b'Chim Chim Cheree',1989
2806,b'SOLZOBD12AB0185720',763964,,b'Atlanta GA',,b'Usher',0.0,224.10404,0.0,11,0.372,0.7856795868223647,95.998,4,1.0,b"Hey Daddy (Daddy's Home)",2010
2807,b'SOUHRVJ12A6D4FADD7',63694,55.8578,b'Glasgow Scotland',-4.24251,b'Midge Ure',0.0,287.52934,0.0,2,0.56,0.0,97.982,4,0.373,b'Four',0
2808,b'SOJJHGQ12A67020F5D',7069,,b'',,b'George Huff',0.0,249.49506,0.0,7,0.61,0.262651205144265,183.205,3,0.829,b'Have Yourself A Merry Little Christmas (LP Version)',0
2809,b'SOORFHT12A6D4F7C2D',81232,45.75342,b'Timi\xc5\x9foara',21.22327,b'Negura Bunget',0.0,123.66322,0.0,2,0.026,nan,127.719,4,0.0,b'Al Doilea Om',2006
2810,b'SOPJSAG12AC468ADAF',688737,,b'',,b'Vickie Winans',0.0,299.36281,0.0,5,0.375,nan,113.894,4,0.456,b'Stand Up and Praise Him',0
2811,b'SOQFITU12AB01832C8',624626,,b'London England',,b'Bloc Party',0.0,166.26893,0.0,9,0.536,nan,127.154,4,0.747,b'One More Chance',2009
2812,b'SOGLHVX12AB018610A',515294,,b'',,b'Spinal Tap',0.0,218.20036,0.0,10,0.021,0.26586104921065007,112.06,4,0.0,b'Big Bottom',1984
2813,b'SOLKQVW12A6D4F69AB',29255,37.77916,b'San Francisco CA',-122.42005,b'Daryl Coley',0.0,352.88771,0.0,0,0.825,nan,85.563,5,0.317,b'Standing On The Promises (Palmore) (Beyond The Veil Album Version)',0
2814,b'SOQVDHJ12AB017E528',534412,,b'',,b"Mr.De'",0.0,246.72608,0.0,11,0.278,0.0,130.002,4,0.976,b'The Vine',0
2815,b'SOCGOZK12A8151BD5D',443784,,b'Sheffield South Yorkshire Engla',,b'Arctic Monkeys',0.0,177.94567,0.0,7,0.01,0.7907869321507796,127.294,4,0.427,b'Fake Tales Of San Francisco',2004
2816,b'SONCHNB12AB01849A2',574494,,b'',,b'Wade Ray',0.0,135.78404,0.0,3,0.553,nan,171.527,4,0.0,b'Idaho Red',2005
2817,b'SOJNBYN12AB0184232',463548,34.16788,b'Arizona',-111.9307,b'Fuzz',0.0,168.85506,0.0,7,0.209,nan,110.106,5,1.0,b'Big Fella',0
2818,b'SOJLKSL12AB0183D93',508143,,b'',,b'Jay P\xc3\xa9rez',0.0,156.47302,0.0,5,0.0,nan,119.949,7,0.818,b'America the Beautiful',0
2819,b'SOOXFEI12A8C13FE28',220091,,b'',,b'Finest Dearest',0.0,294.00771,0.0,0,0.038,nan,84.679,4,0.304,b'Tunnel Vision',2008
2820,b'SOHFRAI12AB0183D3D',394191,35.83073,b'Tennessee',-85.97874,b'David Arkenstone',0.0,205.11302,0.0,4,0.862,0.2707759989463275,73.162,5,1.0,b'First Kiss',0
2821,b'SOARFDK12AB01826E6',636902,,b'',,b'Estopa',0.0,226.5073,0.0,0,0.402,nan,170.739,3,0.86,b'Me Falta El Aliento',1999
2822,b'SOUJNNT12AB018425D',360755,,b'',,b'Orlando Pops Orchestra',0.0,265.82159,0.0,10,0.893,nan,102.04,4,1.0,b'The Yellow Rose Of Texas (From Giants)',0
2823,b'SOYBNXR12A8C143CD3',563945,,b'',,b'Boogie Pimps Feat. Steve Brookstein',0.0,322.53342,0.0,6,0.437,nan,83.345,1,1.0,b'Promised Land',0
2824,b'SOMYMHM12A8C134ECB',141840,,b'',,b'Barbarito Diez',0.0,176.69179,0.0,5,0.763,nan,121.658,4,1.0,b'Bajo Un Palmar',0
2825,b'SOLLOUW12AAA8C76C7',431708,18.01571,b'Kingston Jamaica',-76.79731,b'Delroy Wilson',0.0,150.36036,0.0,0,0.115,nan,136.032,4,0.806,b'Baby I Need Your Loving',1999
2826,b'SOSAEVQ12A8C13EC8F',308427,38.04859,b'Lexington KY',-84.50032,b'Brian Littrell',0.0,236.45995,0.0,7,0.671,0.5240793228457125,98.937,4,0.775,b'Wish',2006
2827,b'SOSDNTQ12AB018A319',750574,,b'',,b'The Fontane Sisters',0.0,149.99465,0.0,6,0.527,0.0,86.464,4,0.0,b'The Tennessee Waltz',0
2828,b'SOOQDSE12AC468B61B',743807,,b'Seattle WA',,b'Candlebox',0.0,312.842,0.0,1,0.479,nan,130.35,4,0.757,b'Breathe Me In',2008
2829,b'SOQFWBE12A8C1316AF',144663,,b'',,b'The Killers',0.0,527.98649,0.0,1,0.764,nan,134.02,4,0.0,b"Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix)",2005
2830,b'SOOJJQO12A6D4FB913',228390,,b'',,b'Hot Club Of Detroit',0.0,371.04281,0.0,2,0.63,nan,124.122,1,0.343,b'God Rest Ye Merry Gentlemen',0
2831,b'SOBBKSL12AB01852FE',708945,,b'',,b'Mons Leidvin Takle',0.0,162.82077,0.0,2,0.252,nan,168.106,3,0.91,b'\xc3\x98mhet',0
2832,b'SOBAQDD12AB017B1F5',532594,32.77815,b'Dallas TX',-96.7954,b'Jeff Johnson',0.0,433.97179,0.0,7,0.037,nan,42.486,4,0.552,b'Contours',0
2833,b'SOCCMWP12A58A7919C',41093,,b'',,b'The Panic Channel',0.0,153.25995,0.0,2,0.505,0.5114243256864599,143.224,1,0.0,b"Said You'd Be",2006
2834,b'SOUXTFR12A8C138871',262373,33.39847,b'Greenville MS',-91.03786,b'Tyrone Davis',0.0,247.77098,0.0,10,0.024,0.3347065490692206,93.734,4,1.0,b'Sugar Daddy',0
2835,b'SOIXTNA12AC46882E8',697378,,b'Los Angeles',,b'Nick Jonas & The Administration',0.0,214.72608,0.0,4,0.641,0.8224028851600591,92.105,4,0.858,b'State of Emergency',2010
2836,b'SOZMELK12A8C143532',611163,34.05349,b'California - LA',-118.24532,b'Circle Jerks',0.0,63.52934,0.0,4,0.972,0.7464326791300556,162.384,1,0.0,b'Group Sex',1980
2837,b'SOXXMWC12A67AD7296',16298,53.79449,b'Leeds England',-1.54658,b'Gang Of Four',0.0,273.99791,0.0,1,0.51,0.4923983528177209,117.0,4,0.783,b'Is It Love',1983
2838,b'SOCUPHK12A6D4FC491',63476,33.89627,b'Houston MS',-89.00018,b'Bukka White',0.0,150.04689,0.0,9,0.493,nan,101.772,4,0.775,b'Aberdeen Blues',0
2839,b'SOQMCZO12A58A7ADAD',342537,63.03654,b'Knobel AK',-149.10568,b'Barbara Fairchild',0.0,216.39791,0.0,8,0.547,0.0,149.748,4,0.827,b'Jezebel',0
2840,b'SOMPLTA12A58A7D02A',266590,30.23513,b'Rayne LA',-92.26831,b'Jo-El Sonnier',0.0,214.282,0.0,0,1.0,0.2702429493203401,138.279,3,0.799,b'Precious Lord_ Take My Hand',0
2841,b'SOMIDHA12A8C132C67',194915,,b'',,b'Richie Ray & Bobby Cruz',0.0,418.53342,0.0,10,0.752,nan,105.75,4,0.352,b'Guaguanco Raro',1970
2842,b'SOPAKPP12AB017DC35',345834,,b'',,b'Peter Hunnigale',0.0,228.10077,0.0,9,0.145,nan,168.049,4,0.0,b'Ordinary Lives',0
2843,b'SOSJEIO12A58A7A674',468835,,b'Pittsburgh PA',,b'Anti-Flag',0.0,171.59791,0.0,10,0.591,0.6038604709100711,152.273,4,0.027,b'On Independence Day',2009
2844,b'SOJHUQN12A6D4F8EDE',41405,35.92425,b'Franklin TN',-86.87093,b'Paramore',0.0,243.51302,0.0,9,0.724,0.8484638848807815,167.971,4,0.473,b'Emergency (Album Version)',0
2845,b'SOHDTLT12AB0183F06',748788,,b'',,b'DJ Harry',0.0,299.98975,0.0,1,0.664,0.0,122.829,4,1.0,b'Tragedy in Blue',2004
2846,b'SOVTOZI12A8C13710B',220705,,b'Barking Essex England',,b'Billy Bragg',0.0,173.50485,0.0,7,0.617,0.3725300393660796,83.481,4,0.0,b'Loving You Too Long',2006
2847,b'SOGHNKT12A6D4F720E',26348,,b'',,b'Generation X',0.0,299.80689,0.0,9,0.864,0.2624798416179629,131.635,4,0.482,b'English Dream (2002 Digital Remaster)',0
2848,b'SOMKHES12A8C137EFC',149290,51.16418,b'GERMANY',10.45415,b'Polkaholix',0.0,196.93669,0.0,2,0.264,nan,118.892,4,1.0,b'Krause seine Kreuzpolka',2007
2849,b'SOLPNWF12AB0184F19',342543,,b'Tennessee',,b'Ivan Parker',0.0,176.09098,0.0,0,0.147,0.0,69.994,3,0.79,b'No One Ever Cared For Me Like Jesus',0
2850,b'SOGXMVM12A8C130C02',192602,,b'',,b'David Tao',0.0,261.74649,0.0,11,0.566,nan,158.029,4,0.922,b'Susan Said',0
2851,b'SOVXFQE12A6D4FA20C',64434,33.74831,b'Atlanta Georgia USA',-84.39111,b'Scott Wesley Brown',0.0,178.88608,0.0,2,0.43,0.0,170.064,3,0.909,b'I Stand Here Forgiven',0
2852,b'SOUIJVE12A8AE4961E',280176,,b'Fairfax California',,b'Chris Brown',0.0,197.09342,0.0,11,0.137,0.5877482650872331,89.966,4,1.0,b'Help Me',0
2853,b'SODVZLU12A8C13FE90',308216,,b'',,b'Isabel Pantoja',0.0,263.33995,0.0,9,0.639,nan,98.739,1,0.372,b'Como Nadie Te He Querido',0
2854,b'SOFHCZN12A8C13D39F',109816,,b'',,b'Stefon Harris',0.0,326.60853,0.0,2,0.516,nan,131.936,4,0.0,b'Alovi',1999
2855,b'SOAOQZZ12AB018E59A',773743,42.33168,b'Detroit USA',-83.04792,b'Yami Bolo',0.0,214.30812,0.0,1,0.149,0.0,139.037,4,0.06,b'Healing of All Nations',2001
2856,b'SOTZIVE12AB0187D1C',718941,,b'',,b'Silkie Ft. Harry Craze',0.0,365.76608,0.0,1,0.24,0.536032111708468,140.02,4,0.548,b'Head Butt Da Deck',2009
2857,b'SODSYTS12A58A7AA07',580131,41.26069,b'Omaha NE',-95.93995,b'Roger Williams',0.0,175.98649,0.0,0,0.643,0.0,103.465,3,0.873,b'Indiscreet',0
2858,b'SOYCFVX12A8AE45C63',340651,40.10216,b'Anderson IN',-85.67869,b'The Ataris',0.0,212.89751,0.0,4,0.112,0.5486780555679608,151.949,4,0.843,b'Whatever Lies Will Help You Rest',2006
2859,b'SOQCHOP12A8C13DA4D',307272,,b'',,b'Pablo Montero',0.0,187.14077,0.0,7,0.0,nan,96.107,4,1.0,b'Cuando Calienta El Sol',0
2860,b'SOFFLXW12A58A7E3B4',28422,,b'',,b'Lou Busch',0.0,147.30404,0.0,0,0.405,0.4081108835105221,138.079,4,0.569,b'The Wild Ones (1996 Digital Remaster)',0
2861,b'SOVEPIA12AF729BDEC',347747,52.47859,b'Birmingham England',-1.9086,b'Broadcast',0.0,179.30404,0.0,2,0.802,0.0,138.986,4,0.99,b'Downstream',0
2862,b'SOPBDED12A6D4F93E6',36960,,b'',,b'Michael Card',0.0,181.91628,0.0,6,0.704,0.0,115.407,3,0.885,b'Joy In The Journey (The Final Word Album Version)',0
2863,b'SOYMPCI12A8C13FE66',565836,5.87522,b'Laietan UM',-162.4365,b'Eldar',0.0,379.19302,0.0,2,0.573,0.37598430150044215,75.115,5,0.842,b'Estate',0
2864,b'SOMCSDR12A8C135024',725671,,b'Brooklyn NY',,b'Ray Barretto',0.0,335.22893,0.0,8,0.464,0.5282626474257819,138.367,1,0.0,b'Guarare',1992
2865,b'SOJSKZX12A58A7DE0E',199849,35.96043,b'Zack AR',-92.66602,b'Elton Britt',0.0,132.85832,0.0,0,0.207,0.0,139.56,7,0.134,b'Little Silver Bells',0
2866,b'SOFUIBH12A6D4F9C25',43673,40.85715,b'New York NY [The Bronx]',-73.85678,b'THE CHIFFONS',0.0,143.882,0.0,8,0.526,0.3775316449767025,88.675,1,0.0,b'The Heavenly Place',0
2867,b'SOLDQVB12A58A7CA82',254189,35.36302,b'Rosemark TN',-89.77895,b'Bobby "Blue" Bland',0.0,346.8273,0.0,10,0.081,0.0,90.102,7,0.932,b'You Hit The Nail On The Head',0
2868,b'SOURFOI12A58A7D7C3',259754,,b'',,b'K\xc3\xa9k\xc3\xa9l\xc3\xa9',0.0,219.8722,0.0,7,0.689,0.319565986882865,111.997,4,0.343,b'Likambo',2001
2869,b'SOXSZBM12A8AE483AD',195420,37.77916,b'San Francisco California',-122.42005,b'Santana',0.0,637.43955,0.0,11,0.516,0.41504977231582957,118.444,4,0.0,b'Fried Neckbones And Home Fries',0
2870,b'SOZVRFB12A8C13A837',160581,40.71455,b'New York',-74.00712,b'Michael Whalen',0.0,95.11138,0.0,0,0.592,nan,180.825,4,0.685,b'Flamingos',0
2871,b'SORAETJ12A58A7DAA3',295070,,b'Sledge MS',,b'Charley Pride',0.0,188.02893,0.0,4,0.958,nan,98.824,4,1.0,b"(I'm So) Afraid Of Losing You Again",1970
2872,b'SOYZHDL12AB01864AF',714353,,b'',,b'Reginaldo Bessa',0.0,97.98485,0.0,5,0.046,nan,102.043,4,0.152,b'Gosto de Voc\xc3\xaa Demais',0
2873,b'SOYKAIZ12A6D4F97B2',46557,,b'Escatawpa MS',,b'3 Doors Down',0.0,278.90893,0.0,4,0.33,0.5278181365564875,85.787,4,1.0,b'Duck And Run',1999
2874,b'SODAWDZ12A8AE47AD2',278919,51.50632,b'London England',-0.12714,b'Faithless',0.0,247.14404,0.0,2,0.669,nan,125.063,4,0.595,b'Drifting Away',1996
2875,b'SOOGEFW12A8C13538F',257668,,b'',,b'Jean Fauque',0.0,219.01016,0.0,5,0.382,nan,112.015,3,0.698,b'Off The Record',0
2876,b'SOMFTDQ12A58A7F989',707505,57.70133,b'Gothenburg Sweden',11.96689,b'Hellsongs',0.0,272.14322,0.0,4,0.319,0.5920543875413302,124.981,7,0.47,b'Rock The Night',2008
2877,b'SOYUULR12AF72AB86D',141992,51.4855,b'Heston Middlesex England',-0.37196,b'Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes',0.0,131.34322,0.0,10,0.613,0.4981708609556317,175.154,1,0.0,b"Livin' Lovin' Wreck",0
2878,b'SOFRITM12A81C20954',131598,35.2225,b'Charlotte NC',-80.83754,b'Between The Buried And Me',0.0,516.62322,0.0,1,0.387,0.0,132.949,3,0.879,b'Prequel To The Sequel (Album Version)',2007
2879,b'SOVEXXE12A8C134E83',89640,,b'Tennessee',,b'Ice',0.0,213.02812,0.0,7,0.272,nan,119.981,4,0.502,b'Under Attack',0
2880,b'SOFQFTY12A8C1369E9',235400,,b'',,b'True Believers',0.0,203.12771,0.0,1,0.791,0.0,125.177,3,1.0,b'Stranger',0
2881,b'SOAFGEU12A8C13FAD7',250759,,b'Tennessee',,b'Charlie Louvin',0.0,142.99383,0.0,7,0.057,nan,108.873,4,1.0,b"Don't Laugh",0
2882,b'SOBVLUP12A8C140311',268144,40.71455,b'NY',-74.00712,b'The Strokes',0.0,177.18812,0.0,7,0.67,0.7457433881179623,93.315,5,0.673,b'Meet Me In The Bathroom',2003
2883,b'SOIURDO12A8C1392EB',420553,46.8132,b'Switzerland',8.22395,b'Sportsguitar',0.0,231.00036,0.0,4,1.0,0.21508031850922793,142.192,4,0.0,b'Fish',1998
2884,b'SOKOTBW12AB018CE2D',662632,40.8079,b'Harlem New York',-73.9454,b'Alicia Keys',0.0,240.22159,0.0,7,0.414,0.9092773471291868,119.959,4,1.0,b'Wait Til You See My Smile',2009
2885,b'SOWCLTO12A67021CEC',15450,,b'LOWELL',,b'Dave Hollister',0.0,271.62077,0.0,4,0.33,0.7905668023581631,91.003,4,0.796,b'One Woman Man',2001
2886,b'SOZFRGA12A58A7B247',222971,,b'',,b'Killers',0.0,218.8273,0.0,6,0.031,0.42512465831305757,128.951,4,0.19,b'Children Of The Revolution',0
2887,b'SOIDQLF12CF5664F7F',351128,40.01574,b'Boulder CO',-105.27924,b'3OH!3',0.0,211.66975,0.0,11,0.175,nan,145.88,4,0.623,b'CHOKECHAIN (Amended Album Version)',2008
2888,b'SOCOMUU12A6D4F8518',2027,51.27562,b'Sevenoaks United Kingdom',0.17898,b'Orbital',0.0,521.56036,0.0,7,0.307,0.7542740111484415,101.99,4,0.777,b'Adnans',1999
2889,b'SOEFFEN12A8C1414E0',374100,30.2676,b'Austin TX',-97.74298,b'Sam Baker',0.0,141.84444,0.0,8,0.736,0.0,145.525,3,0.95,b"I Can't Break Away",0
2890,b'SOGQCVX12A8C13EB6D',250765,,b'',,b'Max Stalling',0.0,37.77261,0.0,2,0.228,0.0,107.597,1,0.0,b'Band Intro/ Pila Song Intro',0
2891,b'SONVLLU12AB018639D',575531,,b'',,b'John Hammond',0.0,201.92608,0.0,9,0.793,0.0,92.122,1,0.0,b'Southbound Blues',0
2892,b'SOJPCYV12AB017C9D3',541924,,b'',,b'Robin Beanland',0.0,140.7473,0.0,10,0.034,0.0,120.02,1,0.0,b'Test Of The Terrarium',0
2893,b'SOZDAFC12A8C139F6D',211112,,b'',,b'2 Minutos',0.0,83.12118,0.0,0,0.315,nan,168.231,4,0.0,b'2 Minutos',2006
2894,b'SOCHFDP12A6D4FAED8',61769,53.4796,b'Manchester England',-2.24881,b'Inspiral Carpets',0.0,230.5824,0.0,2,0.877,nan,131.875,4,0.499,b'Uniform (Scripka Mix)',0
2895,b'SORJHBA12A8C13D1D0',210714,32.29869,b'Jackson MS',-90.18049,b'Otis Spann',0.0,134.89587,0.0,0,0.299,0.3347065490692206,162.683,1,0.564,b"Spann's Boogie",1990
2896,b'SOWJRTX12AB0183C28',540204,40.65507,b'Boston Brooklyn USA',-73.94888,b'Converge',0.0,99.99628,0.0,10,0.142,0.5470039143026859,133.549,3,0.505,b'Locust Reign (Live in California)',2003
2897,b'SOLSMJI12AAF3B4E4E',322865,43.64856,b'Toronto',-79.38533,b'Johannes Linstead',0.0,298.10893,0.0,9,0.487,0.49080848763126594,179.978,4,0.569,b'Caja De Cerillas',2000
2898,b'SOJTBBU12A8C137839',291956,,b'',,b'Line Renaud',0.0,207.04608,0.0,2,0.619,nan,76.222,4,0.141,b"Ne Reste Que L'Amour (Only Love)",0
2899,b'SOTTOYX12A8C14177C',173464,,b'',,b'Elakelaiset',0.0,218.27873,0.0,11,0.722,0.36727341580934564,131.868,1,0.0,b'Pottajenkka',1996
2900,b'SOITMUQ12AB017DED6',501704,30.08374,b'Cairo Egypt',31.25536,b'Thomas Dolby',0.0,259.18649,0.0,6,0.441,0.37598430150044215,128.47,4,0.758,b'Windpower (2009 Digital Remaster)',1982
2901,b'SOXCQLQ12AB017DC0B',622103,38.00335,b'Virginia USA',-79.77127,b'Kate Maki',0.0,177.52771,0.0,0,0.446,nan,149.587,4,0.0,b"I'll Be Here in the Morning",0
2902,b'SODEQFD12A58A7EB95',615226,18.46617,b'San Juan Puerto Rico',-66.10665,b'Tito Rodriguez',0.0,222.98077,0.0,7,0.305,nan,88.765,4,0.271,b'En La Soledad',0
2903,b'SOCBYFW12A58A7D106',197926,,b'',,b'Le Vangle',0.0,258.2722,0.0,0,0.471,0.0,151.311,4,0.247,b'Ronde Lune',2006
2904,b'SOQATFK12AB017D325',739757,,b'',,b'Embrace the End',0.0,247.48363,0.0,7,0.714,0.5479529419800353,231.851,5,0.592,b'Intensity In Ten Cities',2008
2905,b'SOMSJPX12A8C136436',246582,41.88415,b'Chicago IL',-87.63241,b"Enuff Z 'Nuff",0.0,277.28934,0.0,2,0.596,nan,90.459,1,0.0,b'Fly High Michelle',1989
2906,b'SOBPBKU12A6701E5CF',14391,52.88356,b'Angleterre',-1.97406,b'The Who',0.0,169.66485,0.0,2,0.566,nan,140.66,4,0.715,b'Anyway_ Anyhow_ Anywhere',1979
2907,b'SOWEIWR12A8C138056',294759,,b'',,b'Al Denson',0.0,297.58649,0.0,11,0.0,0.24447940308338115,135.968,4,0.273,b"The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness",0
2908,b'SOQJJLD12AB01822CC',516208,,b'',,b'Yuridia',0.0,213.02812,0.0,6,0.852,0.5917541605957845,133.979,4,0.199,b'Sin Ti',0
2909,b'SOWEEGD12A8C136D4D',97822,,b'',,b'Vilma Palma e Vampiros',0.0,411.97669,0.0,7,0.597,0.7287064649685501,102.129,4,1.0,b'Verano traidor',1993
2910,b'SOQESCO12A8C14431E',475979,,b'',,b'Naseebo Lal',0.0,398.0273,0.0,11,0.062,nan,88.014,3,0.67,b'Pehle To Kabhi Gham Tha',0
2911,b'SOBHTKX12AB01881B6',714552,,b'',,b'Pyranja',0.0,167.54893,0.0,4,0.449,nan,68.86,1,0.996,b'Nie Wieder (Live Version)',2006
2912,b'SOIIEVK12AB018A1B9',581883,,b'',,b'Glad',0.0,211.69587,0.0,2,0.126,0.0,52.464,7,0.925,b'My Jesus_ I Love Thee',0
2913,b'SOTRBLK12A8C14334E',372029,19.45565,b'Santiago de los Caballeros Domin',-70.70719,b'Johnny Pacheco',0.0,183.35302,0.0,0,0.296,nan,116.862,4,0.405,b'Mi Musica Es Para Ti - Original',0
2914,b'SOORODQ12A8C13C342',204367,38.54666,b'Davis CA',-121.74477,b'Blackalicious',0.0,302.94159,0.0,8,0.309,0.7215020750520708,116.682,5,1.0,b'World Of Vibrations (Album Version)',2005
2915,b'SOKUHDB12AB018135A',558396,40.71455,b'Virginia',-74.00712,b'Sick Of It All',0.0,109.00853,0.0,7,0.056,nan,196.327,4,0.0,b'Sanctuary',1999
2916,b'SOZFLNZ12AC46875B7',782283,,b'',,b'Van Gelder',0.0,474.61832,0.0,9,0.529,nan,209.752,4,0.0,b'Saints & Sinners',0
2917,b'SOPQZOX12AB01849EA',511275,,b'Boston MA',,b'Mighty Mighty Bosstones',0.0,211.33016,0.0,9,0.721,0.48711219486346274,205.559,1,0.0,b'They Came To Boston',1992
2918,b'SOOUFTE12AB0183D19',516244,30.33138,b'Jacksonville FL',-81.6558,b'Jackie Davis',0.0,166.39955,0.0,0,0.208,0.5859797661092777,134.3,4,0.0,b'Love Is Just Around The Corner (1996 Digital Remaster)',0
2919,b'SODRDRJ12A8C14289E',748222,40.99471,b'Pennsylvania',-77.60454,b'John Davis & Emma Doyle',0.0,184.86812,0.0,4,0.743,0.0,120.026,4,0.241,b"Mary's Boy Child",0
2920,b'SOJWFHX12AB0188571',760500,,b'',,b'Orlando Pops Orchestra',0.0,207.67302,0.0,11,0.582,nan,80.188,1,0.714,b'Strangers In The Night',0
2921,b'SOCSJFL12AB018E42A',580521,,b'',,b'Gerald Clayton',0.0,384.15628,0.0,10,0.249,0.2538347361322313,95.938,1,0.018,b'Two Heads One Pillow',2009
2922,b'SOLFKYA12A8C13B082',216824,,b'Oxford England',,b'Heavenly',0.0,234.60526,0.0,2,0.757,0.4719711717935417,69.965,4,0.0,b'Smile',1992
2923,b'SOHGTRD12AB0180DF2',387038,,b'Mexico City Mexico',,b'Sasha',0.0,214.83057,0.0,2,0.471,nan,94.08,3,1.0,b'15 Minutes Older',0
2924,b'SOOJKHS12A58A809A4',158826,,b'',,b'Soul Embraced',0.0,165.8771,0.0,11,1.0,0.0,166.281,1,0.414,b'Cold Stares Of Dead Eyes_ The',0
2925,b'SOFMFBW12AB0183457',501691,,b'',,b'The Robert Cray Band',0.0,278.54322,0.0,9,0.39,nan,75.887,3,0.525,b'Phone Booth',1983
2926,b'SOGLEWL12AB01842CB',349478,30.6554,b'Rockdale TX',-97.00189,b'Pee Wee Crayton',0.0,168.25424,0.0,8,0.395,nan,157.204,4,0.599,b'Fiddle Dee Dee - Original',0
